40.27336694,-111.69796506,black,square
40.27331443,-111.69778988,black,square
40.27345374,-111.69791781,black,square
40.27348816,-111.69795866,black,square
40.27348137,-111.69795461,black,square
40.27347650,-111.69794956,black,square
40.27347632,-111.69794906,black,square
40.27347679,-111.69794949,black,square
40.27347689,-111.69794962,black,square
40.27347686,-111.69794959,black,square
40.27347684,-111.69794958,black,square
40.27347685,-111.69794958,black,square
40.27347973,-111.69817264,black,square
40.27306910,-111.69409441,black,square
40.27292024,-111.69279991,black,square
40.27300615,-111.69258932,black,square
40.27312153,-111.69264911,black,square
40.27301810,-111.69060263,black,square
40.27301116,-111.69021980,black,square
40.27297359,-111.69022726,black,square
40.27321616,-111.68626278,black,square
40.27310595,-111.68527133,black,square
40.27304977,-111.68511482,black,square
40.26921823,-111.68289013,black,square
40.26921451,-111.68294954,black,square
40.26918798,-111.68291479,black,square
40.26917967,-111.68290964,black,square
40.26918099,-111.68291108,black,square
