40.26918099,-111.68291108,black,square
40.27014344,-111.67629234,black,square
40.27000699,-111.67621433,black,square
40.27000053,-111.67621063,black,square
40.26995650,-111.67605216,black,square
40.27180199,-111.67594869,black,square
40.27169631,-111.67610642,black,square
40.26982861,-111.67239752,black,square
40.26966911,-111.67224657,black,square
40.26985216,-111.67291869,black,square
40.26456341,-111.67016704,black,square
40.26437007,-111.67028273,black,square
40.26435305,-111.67029291,black,square
40.26436453,-111.67028604,black,square
40.26436580,-111.67028529,black,square
40.26436505,-111.67028573,black,square
40.26431698,-111.67025024,black,square
40.26363269,-111.66861323,black,square
40.26274658,-111.66729385,black,square
40.26125987,-111.65887639,black,square
40.26309168,-111.65795012,black,square
40.26396551,-111.65734581,black,square
40.26826499,-111.65712074,black,square
40.26873686,-111.65713937,black,square
40.27363940,-111.65751485,black,square
40.27357600,-111.65761053,black,square
40.28293844,-111.65814812,black,square
40.28303979,-111.65797565,black,square
40.28305813,-111.65794445,black,square
40.28304960,-111.65795895,black,square
40.28304600,-111.65796509,black,square
40.28304617,-111.65796481,black,square
40.28304662,-111.65796403,black,square
40.28304671,-111.65796388,black,square
